ID,Epic,Module,User Story,Actor,Loại FP,Độ phức tạp,Function Points
EP02-095,"EPIC-02
Quản trị hệ thống",Nhật ký sử dụng hệ thống,"Là Admin, tôi muốn xem biểu đồ xu hướng phát sinh của Nhật ký sử dụng hệ thống theo ngày/tuần/tháng để đánh giá tải hệ thống.",Admin,EO,Complex,7
EP02-096,"EPIC-02
Quản trị hệ thống",Nhật ký sử dụng hệ thống,"Là Admin, tôi muốn nhận cảnh báo khi Nhật ký sử dụng hệ thống vượt ngưỡng lỗi cho phép để phản ứng kịp thời.",Admin,EO,Complex,7
EP02-097,"EPIC-02
Quản trị hệ thống",Nhật ký sử dụng hệ thống,"Là Admin, tôi muốn đối chiếu Nhật ký sử dụng hệ thống với người dùng hoặc API key liên quan để truy nguyên nguồn phát sinh.",Admin,EQ,Complex,6
EP02-098,"EPIC-02
Quản trị hệ thống",Nhật ký sử dụng hệ thống,"Là Admin, tôi muốn xem địa chỉ IP, thiết bị hoặc hệ thống gọi trong Nhật ký sử dụng hệ thống để phục vụ kiểm tra an toàn thông tin.",Admin,EQ,Average,4
EP02-099,"EPIC-02
Quản trị hệ thống",Nhật ký sử dụng hệ thống,"Là Admin, tôi muốn phân quyền truy cập vào Nhật ký sử dụng hệ thống vì đây là dữ liệu nhạy cảm của hệ thống.",Admin,EI,Complex,6
EP02-100,"EPIC-02
Quản trị hệ thống",Nhật ký sử dụng hệ thống,"Là Admin, tôi muốn gom nhóm bản ghi trong Nhật ký sử dụng hệ thống theo loại lỗi để xác định nguyên nhân phổ biến.",Admin,EO,Complex,7
EP02-101,"EPIC-02
Quản trị hệ thống",Nhật ký sử dụng hệ thống,"Là Admin, tôi muốn xem nhật ký thao tác liên quan trước và sau một bản ghi của Nhật ký sử dụng hệ thống để phân tích chuỗi sự kiện.",Admin,EQ,Complex,6
EP02-102,"EPIC-02
Quản trị hệ thống",Nhật ký sử dụng hệ thống,"Là Admin, tôi muốn tải lại dữ liệu chi tiết của một bản ghi Nhật ký sử dụng hệ thống khi cần kiểm tra đối soát sâu hơn.",Admin,EIF,Average,7
EP02-103,"EPIC-02
Quản trị hệ thống",Sao lưu dữ liệu,"Là Admin, tôi muốn xem danh sách phiên sao lưu để biết hệ thống đã backup vào những thời điểm nào.",Admin,EQ,Average,4
EP02-104,"EPIC-02
Quản trị hệ thống",Sao lưu dữ liệu,"Là Admin, tôi muốn tạo sao lưu thủ công ngay lập tức để bảo vệ dữ liệu trước khi nâng cấp hệ thống.",Admin,EI,Average,4
EP02-105,"EPIC-02
Quản trị hệ thống",Sao lưu dữ liệu,"Là Admin, tôi muốn cấu hình lịch sao lưu định kỳ để dữ liệu luôn được bảo vệ tự động.",Admin,EI,Complex,6
EP02-106,"EPIC-02
Quản trị hệ thống",Sao lưu dữ liệu,"Là Admin, tôi muốn chọn phạm vi sao lưu (toàn bộ, dữ liệu tài sản, cấu hình) để phù hợp từng nhu cầu vận hành.",Admin,EI,Complex,6
EP02-107,"EPIC-02
Quản trị hệ thống",Sao lưu dữ liệu,"Là Admin, tôi muốn tải xuống file sao lưu để lưu trữ ở môi trường an toàn khác.",Admin,EO,Average,5
EP02-108,"EPIC-02
Quản trị hệ thống",Sao lưu dữ liệu,"Là Admin, tôi muốn xem dung lượng và thời gian hoàn thành của từng phiên sao lưu để đánh giá hiệu năng.",Admin,EQ,Average,4
EP02-109,"EPIC-02
Quản trị hệ thống",Sao lưu dữ liệu,"Là Admin, tôi muốn khôi phục dữ liệu từ một bản sao lưu để xử lý sự cố mất mát dữ liệu.",Admin,EI,Complex,6
EP02-110,"EPIC-02
Quản trị hệ thống",Sao lưu dữ liệu,"Là Admin, tôi muốn xác nhận nhiều bước trước khi khôi phục để tránh thao tác nhầm gây ảnh hưởng hệ thống.",Admin,EI,Average,4
EP02-111,"EPIC-02
Quản trị hệ thống",Sao lưu dữ liệu,"Là Admin, tôi muốn kiểm tra tính toàn vẹn của file sao lưu trước khi khôi phục để đảm bảo an toàn dữ liệu.",Admin,EO,Complex,7
EP02-112,"EPIC-02
Quản trị hệ thống",Sao lưu dữ liệu,"Là Admin, tôi muốn nhận thông báo khi sao lưu thất bại để có thể xử lý ngay.",Admin,EO,Average,5
EP02-113,"EPIC-02
Quản trị hệ thống",Sao lưu dữ liệu,"Là Admin, tôi muốn đặt chính sách lưu giữ số lượng phiên sao lưu để tối ưu chi phí lưu trữ.",Admin,EI,Average,4
EP02-114,"EPIC-02
Quản trị hệ thống",Sao lưu dữ liệu,"Là Admin, tôi muốn mã hóa file sao lưu để bảo vệ dữ liệu nhạy cảm của hệ thống.",Admin,EO,Complex,7
EP02-115,"EPIC-02
Quản trị hệ thống",Sao lưu dữ liệu,"Là Admin, tôi muốn ghi nhận lịch sử sao lưu/khôi phục để phục vụ kiểm toán vận hành.",Admin,EO,Average,5
EP02-116,"EPIC-02
Quản trị hệ thống",Sao lưu dữ liệu,"Là Admin, tôi muốn gửi bản sao lưu tới kho lưu trữ ngoài hệ thống để tăng khả năng phục hồi thảm họa.",Admin,EIF,Complex,10
EP02-117,"EPIC-02
Quản trị hệ thống",Sao lưu dữ liệu,"Là Admin, tôi muốn xem cảnh báo khi dung lượng sao lưu vượt ngưỡng để chủ động mở rộng hạ tầng.",Admin,EO,Average,5
EP02-118,"EPIC-02
Quản trị hệ thống",Sao lưu dữ liệu,"Là Admin, tôi muốn sao lưu riêng dữ liệu không gian và dữ liệu thuộc tính để có phương án khôi phục linh hoạt.",Admin,EI,Complex,6
EP02-119,"EPIC-02
Quản trị hệ thống",Sao lưu dữ liệu,"Là Admin, tôi muốn lọc lịch sử sao lưu theo trạng thái và khoảng thời gian để tra cứu thuận tiện hơn.",Admin,EQ,Simple,3
EP02-120,"EPIC-02
Quản trị hệ thống",Phân quyền cho người dùng,"Là Admin, tôi muốn xem danh sách người dùng và vai trò hiện có để quản trị quyền truy cập tập trung.",Admin,EQ,Average,4
EP02-121,"EPIC-02
Quản trị hệ thống",Phân quyền cho người dùng,"Là Admin, tôi muốn gán nhóm quyền cho người dùng để kiểm soát phạm vi chức năng được sử dụng.",Admin,EI,Complex,6
EP02-122,"EPIC-02
Quản trị hệ thống",Phân quyền cho người dùng,"Là Admin, tôi muốn thu hồi quyền của người dùng khi thay đổi vị trí công tác để giảm rủi ro truy cập trái phép.",Admin,EI,Average,4
EP02-123,"EPIC-02
Quản trị hệ thống",Phân quyền cho người dùng,"Là Admin, tôi muốn gán quyền theo từng chức năng, từng module và từng hành động để mô hình phân quyền đủ chi tiết.",Admin,EI,Complex,6
EP02-124,"EPIC-02
Quản trị hệ thống",Phân quyền cho người dùng,"Là Admin, tôi muốn phân quyền theo đơn vị hành chính hoặc phạm vi dữ liệu tài sản để giới hạn dữ liệu được xem.",Admin,EI,Complex,6
EP02-125,"EPIC-02
Quản trị hệ thống",Phân quyền cho người dùng,"Là Admin, tôi muốn sao chép bộ quyền từ một người dùng mẫu để cấu hình nhanh cho người dùng mới.",Admin,EI,Average,4
EP02-126,"EPIC-02
Quản trị hệ thống",Phân quyền cho người dùng,"Là Admin, tôi muốn xem ma trận phân quyền để rà soát quyền xem/thêm/sửa/xóa của toàn hệ thống.",Admin,EO,Complex,7
EP02-127,"EPIC-02
Quản trị hệ thống",Phân quyền cho người dùng,"Là Admin, tôi muốn tìm kiếm người dùng theo tên, tài khoản hoặc đơn vị để chỉnh quyền nhanh hơn.",Admin,EQ,Simple,3
EP02-128,"EPIC-02
Quản trị hệ thống",Phân quyền cho người dùng,"Là Admin, tôi muốn ghi nhận lịch sử thay đổi phân quyền để truy vết trách nhiệm quản trị.",Admin,EO,Average,5
EP02-129,"EPIC-02
Quản trị hệ thống",Phân quyền cho người dùng,"Là Admin, tôi muốn đặt thời hạn hiệu lực cho quyền tạm thời để hệ thống tự động thu hồi khi hết hạn.",Admin,EI,Complex,6
EP02-130,"EPIC-02
Quản trị hệ thống",Phân quyền cho người dùng,"Là Admin, tôi muốn khóa tài khoản hoặc tạm dừng quyền truy cập khi phát hiện rủi ro bảo mật.",Admin,EI,Average,4
EP02-131,"EPIC-02
Quản trị hệ thống",Phân quyền cho người dùng,"Là Admin, tôi muốn import danh sách phân quyền từ file mẫu để triển khai hàng loạt.",Admin,EI,Complex,6
EP02-132,"EPIC-02
Quản trị hệ thống",Phân quyền cho người dùng,"Là Admin, tôi muốn export cấu hình phân quyền hiện tại để đối chiếu với chính sách nội bộ.",Admin,EO,Average,5
EP02-133,"EPIC-02
Quản trị hệ thống",Phân quyền cho người dùng,"Là Admin, tôi muốn xem cảnh báo khi người dùng được cấp quyền xung đột để tránh sai sót cấu hình.",Admin,EO,Complex,7
EP02-134,"EPIC-02
Quản trị hệ thống",Phân quyền cho người dùng,"Là Admin, tôi muốn cấu hình mặc định quyền cho tài khoản mới theo từng nhóm người dùng.",Admin,EI,Average,4
EP02-135,"EPIC-02
Quản trị hệ thống",Phân quyền cho người dùng,"Là Admin, tôi muốn áp dụng xác thực nhiều lớp cho tài khoản có quyền cao để tăng an toàn.",Admin,EIF,Complex,10
EP02-136,"EPIC-02
Quản trị hệ thống",Phân quyền cho người dùng,"Là Admin, tôi muốn kiểm tra quyền hiệu lực thực tế của một người dùng trước khi hỗ trợ vận hành.",Admin,EQ,Complex,6
EP03-001,"EPIC-03
Quản lý Tài sản",Thêm/Sửa/Xóa tài sản,"Là Cán bộ quản lý, tôi muốn thêm mới tài sản với đầy đủ thông tin thuộc tính để cập nhật dữ liệu quản lý.",Cán bộ quản lý,EI,Complex,6
EP03-002,"EPIC-03
Quản lý Tài sản",Thêm/Sửa/Xóa tài sản,"Là Cán bộ quản lý, tôi muốn cập nhật thông tin tài sản hiện có để phản ánh đúng tình trạng thực tế.",Cán bộ quản lý,EI,Complex,6
EP03-003,"EPIC-03
Quản lý Tài sản",Thêm/Sửa/Xóa tài sản,"Là Cán bộ quản lý, tôi muốn xóa mềm tài sản không còn sử dụng để tránh mất lịch sử dữ liệu.",Cán bộ quản lý,EI,Average,4
EP03-004,"EPIC-03
Quản lý Tài sản",Thêm/Sửa/Xóa tài sản,"Là Cán bộ quản lý, tôi muốn xem danh sách tài sản theo nhiều tiêu chí để tra cứu nhanh đối tượng cần xử lý.",Cán bộ quản lý,EQ,Average,4
EP03-005,"EPIC-03
Quản lý Tài sản",Thêm/Sửa/Xóa tài sản,"Là Cán bộ quản lý, tôi muốn xem chi tiết một tài sản cùng tọa độ và hình ảnh để có đầy đủ ngữ cảnh quản lý.",Cán bộ quản lý,EQ,Complex,6
EP03-006,"EPIC-03
Quản lý Tài sản",Thêm/Sửa/Xóa tài sản,"Là Cán bộ quản lý, tôi muốn gắn nhiều hình ảnh cho một tài sản để lưu bằng chứng hiện trường.",Cán bộ quản lý,EI,Average,4
EP03-007,"EPIC-03
Quản lý Tài sản",Thêm/Sửa/Xóa tài sản,"Là Cán bộ quản lý, tôi muốn nhập tọa độ hoặc chọn vị trí trên bản đồ khi tạo tài sản để bảo đảm chính xác vị trí.",Cán bộ quản lý,EI,Complex,6
EP03-008,"EPIC-03
Quản lý Tài sản",Thêm/Sửa/Xóa tài sản,"Là Cán bộ quản lý, tôi muốn kiểm tra trùng mã tài sản khi lưu để đảm bảo tính duy nhất hệ thống.",Cán bộ quản lý,EI,Complex,6
EP03-009,"EPIC-03
Quản lý Tài sản",Thêm/Sửa/Xóa tài sản,"Là Cán bộ quản lý, tôi muốn thay đổi trạng thái tài sản hàng loạt để xử lý nhanh nhiều đối tượng.",Cán bộ quản lý,EI,Complex,6
EP03-010,"EPIC-03
Quản lý Tài sản",Thêm/Sửa/Xóa tài sản,"Là Cán bộ quản lý, tôi muốn đính kèm tài liệu liên quan ngay tại màn hình tài sản để không thất lạc hồ sơ.",Cán bộ quản lý,EI,Average,4
EP03-011,"EPIC-03
Quản lý Tài sản",Thêm/Sửa/Xóa tài sản,"Là Cán bộ quản lý, tôi muốn lưu lịch sử chỉnh sửa thông tin tài sản để có thể truy vết thay đổi.",Cán bộ quản lý,EO,Average,5
EP03-012,"EPIC-03
Quản lý Tài sản",Thêm/Sửa/Xóa tài sản,"Là Cán bộ quản lý, tôi muốn phân quyền trường thông tin nhạy cảm của tài sản để chỉ người phù hợp mới được sửa.",Cán bộ quản lý,EI,Complex,6
EP03-013,"EPIC-03
Quản lý Tài sản",Thêm/Sửa/Xóa tài sản,"Là Cán bộ quản lý, tôi muốn lưu cấu hình sử dụng gần nhất của Thêm/Sửa/Xóa tài sản để làm việc nhanh hơn trong lần sau.",Cán bộ quản lý,EI,Simple,3
EP03-014,"EPIC-03
Quản lý Tài sản",Thêm/Sửa/Xóa tài sản,"Là Cán bộ quản lý, tôi muốn xem lịch sử thao tác trong Thêm/Sửa/Xóa tài sản để truy vết thay đổi khi cần.",Cán bộ quản lý,EO,Average,5
EP03-015,"EPIC-03
Quản lý Tài sản",Thêm/Sửa/Xóa tài sản,"Là Cán bộ quản lý, tôi muốn export dữ liệu/kết quả từ Thêm/Sửa/Xóa tài sản để chia sẻ cho bên liên quan.",Cán bộ quản lý,EO,Average,5
EP03-016,"EPIC-03
Quản lý Tài sản",Thêm/Sửa/Xóa tài sản,"Là Cán bộ quản lý, tôi muốn phân quyền sử dụng Thêm/Sửa/Xóa tài sản theo vai trò để đảm bảo an toàn dữ liệu.",Cán bộ quản lý,EI,Complex,6
EP03-017,"EPIC-03
Quản lý Tài sản",Thêm/Sửa/Xóa tài sản,"Là Cán bộ quản lý, tôi muốn nhận cảnh báo khi Thêm/Sửa/Xóa tài sản phát sinh lỗi để xử lý kịp thời.",Cán bộ quản lý,EO,Complex,7
EP03-018,"EPIC-03
Quản lý Tài sản",Hồ sơ tài sản,"Là Cán bộ quản lý, tôi muốn xem hồ sơ tổng hợp của tài sản để nắm toàn bộ vòng đời đối tượng.",Cán bộ quản lý,EQ,Complex,6
EP03-019,"EPIC-03
Quản lý Tài sản",Hồ sơ tài sản,"Là Cán bộ quản lý, tôi muốn xem lịch sử bảo trì của tài sản theo thứ tự thời gian để đánh giá mức độ hao mòn.",Cán bộ quản lý,EQ,Average,4
EP03-020,"EPIC-03
Quản lý Tài sản",Hồ sơ tài sản,"Là Cán bộ quản lý, tôi muốn lưu tài liệu kỹ thuật trong hồ sơ tài sản để thuận tiện tra cứu khi vận hành.",Cán bộ quản lý,EI,Average,4
EP03-021,"EPIC-03
Quản lý Tài sản",Hồ sơ tài sản,"Là Cán bộ quản lý, tôi muốn cập nhật trạng thái hiện tại của tài sản trong hồ sơ để phản ánh đúng tình hình sử dụng.",Cán bộ quản lý,EI,Average,4
EP03-022,"EPIC-03
Quản lý Tài sản",Hồ sơ tài sản,"Là Cán bộ quản lý, tôi muốn lưu giá trị tài sản và biến động giá trị theo thời gian để phục vụ quản lý đầu tư.",Cán bộ quản lý,ILF,Average,10
EP03-023,"EPIC-03
Quản lý Tài sản",Hồ sơ tài sản,"Là Cán bộ quản lý, tôi muốn xem danh sách tài liệu đính kèm theo loại để tra cứu đúng hồ sơ cần thiết.",Cán bộ quản lý,EQ,Average,4
EP03-024,"EPIC-03
Quản lý Tài sản",Hồ sơ tài sản,"Là Cán bộ quản lý, tôi muốn ghi nhận biên bản kiểm tra hiện trường vào hồ sơ tài sản để tập trung toàn bộ bằng chứng.",Cán bộ quản lý,EI,Complex,6
EP03-025,"EPIC-03
Quản lý Tài sản",Hồ sơ tài sản,"Là Cán bộ quản lý, tôi muốn xem timeline sự kiện của tài sản gồm lắp đặt, bảo trì, sự cố và thay thế.",Cán bộ quản lý,EO,Complex,7
EP03-026,"EPIC-03
Quản lý Tài sản",Hồ sơ tài sản,"Là Cán bộ quản lý, tôi muốn tìm kiếm nhanh trong hồ sơ tài sản theo từ khóa tài liệu hoặc ghi chú kỹ thuật.",Cán bộ quản lý,EQ,Simple,3
EP03-027,"EPIC-03
Quản lý Tài sản",Hồ sơ tài sản,"Là Cán bộ quản lý, tôi muốn tải xuống toàn bộ hồ sơ tài sản dưới dạng gói tài liệu để chia sẻ cho đơn vị liên quan.",Cán bộ quản lý,EO,Complex,7
EP03-028,"EPIC-03
Quản lý Tài sản",Hồ sơ tài sản,"Là Cán bộ quản lý, tôi muốn liên kết hồ sơ tài sản với nhà cung cấp hoặc hợp đồng để tiện theo dõi trách nhiệm bảo hành.",Cán bộ quản lý,EIF,Complex,10
EP03-029,"EPIC-03
Quản lý Tài sản",Hồ sơ tài sản,"Là Cán bộ quản lý, tôi muốn xem cảnh báo hồ sơ thiếu tài liệu bắt buộc để bổ sung kịp thời.",Cán bộ quản lý,EO,Average,5
EP03-030,"EPIC-03
Quản lý Tài sản",Hồ sơ tài sản,"Là Cán bộ quản lý, tôi muốn lưu cấu hình sử dụng gần nhất của Hồ sơ tài sản để làm việc nhanh hơn trong lần sau.",Cán bộ quản lý,EI,Simple,3
EP03-031,"EPIC-03
Quản lý Tài sản",Hồ sơ tài sản,"Là Cán bộ quản lý, tôi muốn xem lịch sử thao tác trong Hồ sơ tài sản để truy vết thay đổi khi cần.",Cán bộ quản lý,EO,Average,5
EP03-032,"EPIC-03
Quản lý Tài sản",Hồ sơ tài sản,"Là Cán bộ quản lý, tôi muốn export dữ liệu/kết quả từ Hồ sơ tài sản để chia sẻ cho bên liên quan.",Cán bộ quản lý,EO,Average,5
EP03-033,"EPIC-03
Quản lý Tài sản",Hồ sơ tài sản,"Là Cán bộ quản lý, tôi muốn phân quyền sử dụng Hồ sơ tài sản theo vai trò để đảm bảo an toàn dữ liệu.",Cán bộ quản lý,EI,Complex,6
EP03-034,"EPIC-03
Quản lý Tài sản",Hồ sơ tài sản,"Là Cán bộ quản lý, tôi muốn nhận cảnh báo khi Hồ sơ tài sản phát sinh lỗi để xử lý kịp thời.",Cán bộ quản lý,EO,Complex,7
EP03-035,"EPIC-03
Quản lý Tài sản",Lịch bảo trì định kỳ,"Là Cán bộ quản lý, tôi muốn tạo kế hoạch bảo trì định kỳ cho tài sản để hệ thống nhắc việc đúng hạn.",Cán bộ quản lý,EI,Complex,6
EP03-036,"EPIC-03
Quản lý Tài sản",Lịch bảo trì định kỳ,"Là Cán bộ quản lý, tôi muốn cấu hình chu kỳ bảo trì theo loại tài sản để áp dụng đúng quy trình.",Cán bộ quản lý,EI,Average,4
EP03-037,"EPIC-03
Quản lý Tài sản",Lịch bảo trì định kỳ,"Là Cán bộ quản lý, tôi muốn xem lịch bảo trì theo ngày/tuần/tháng để sắp xếp nguồn lực phù hợp.",Cán bộ quản lý,EQ,Average,4
EP03-038,"EPIC-03
Quản lý Tài sản",Lịch bảo trì định kỳ,"Là Cán bộ quản lý, tôi muốn nhận cảnh báo đến hạn bảo trì để không bỏ sót công việc quan trọng.",Cán bộ quản lý,EO,Average,5
EP03-039,"EPIC-03
Quản lý Tài sản",Lịch bảo trì định kỳ,"Là Cán bộ quản lý, tôi muốn ghi nhận kết quả thực hiện bảo trì để lưu lịch sử vận hành thực tế.",Cán bộ quản lý,EI,Complex,6
EP03-040,"EPIC-03
Quản lý Tài sản",Lịch bảo trì định kỳ,"Là Cán bộ quản lý, tôi muốn đính kèm hình ảnh và biên bản sau bảo trì để minh chứng kết quả công việc.",Cán bộ quản lý,EI,Average,4
EP03-041,"EPIC-03
Quản lý Tài sản",Lịch bảo trì định kỳ,"Là Cán bộ quản lý, tôi muốn cập nhật trạng thái hoàn thành, hoãn hoặc hủy lịch bảo trì để theo dõi tiến độ.",Cán bộ quản lý,EI,Average,4
EP03-042,"EPIC-03
Quản lý Tài sản",Lịch bảo trì định kỳ,"Là Cán bộ quản lý, tôi muốn giao việc bảo trì cho cán bộ phụ trách để rõ trách nhiệm thực hiện.",Cán bộ quản lý,EI,Average,4
EP03-043,"EPIC-03
Quản lý Tài sản",Lịch bảo trì định kỳ,"Là Cán bộ quản lý, tôi muốn xem danh sách công việc quá hạn để ưu tiên xử lý rủi ro cao.",Cán bộ quản lý,EQ,Average,4
EP03-044,"EPIC-03
Quản lý Tài sản",Lịch bảo trì định kỳ,"Là Cán bộ quản lý, tôi muốn lặp lịch bảo trì tự động sau khi hoàn thành kỳ trước để giảm thao tác quản trị.",Cán bộ quản lý,EI,Complex,6
EP03-045,"EPIC-03
Quản lý Tài sản",Lịch bảo trì định kỳ,"Là Cán bộ quản lý, tôi muốn thống kê chi phí bảo trì theo tài sản và thời gian để đánh giá hiệu quả đầu tư.",Cán bộ quản lý,EO,Complex,7
EP03-046,"EPIC-03
Quản lý Tài sản",Lịch bảo trì định kỳ,"Là Cán bộ quản lý, tôi muốn tích hợp gửi thông báo email/SMS khi đến hạn để nhắc việc đa kênh.",Cán bộ quản lý,EIF,Complex,10
EP03-047,"EPIC-03
Quản lý Tài sản",Lịch bảo trì định kỳ,"Là Cán bộ quản lý, tôi muốn lưu cấu hình sử dụng gần nhất của Lịch bảo trì định kỳ để làm việc nhanh hơn trong lần sau.",Cán bộ quản lý,EI,Simple,3
EP03-048,"EPIC-03
Quản lý Tài sản",Lịch bảo trì định kỳ,"Là Cán bộ quản lý, tôi muốn xem lịch sử thao tác trong Lịch bảo trì định kỳ để truy vết thay đổi khi cần.",Cán bộ quản lý,EO,Average,5
EP03-049,"EPIC-03
Quản lý Tài sản",Lịch bảo trì định kỳ,"Là Cán bộ quản lý, tôi muốn export dữ liệu/kết quả từ Lịch bảo trì định kỳ để chia sẻ cho bên liên quan.",Cán bộ quản lý,EO,Average,5
EP03-050,"EPIC-03
Quản lý Tài sản",Lịch bảo trì định kỳ,"Là Cán bộ quản lý, tôi muốn phân quyền sử dụng Lịch bảo trì định kỳ theo vai trò để đảm bảo an toàn dữ liệu.",Cán bộ quản lý,EI,Complex,6
EP03-051,"EPIC-03
Quản lý Tài sản",Lịch bảo trì định kỳ,"Là Cán bộ quản lý, tôi muốn nhận cảnh báo khi Lịch bảo trì định kỳ phát sinh lỗi để xử lý kịp thời.",Cán bộ quản lý,EO,Complex,7
EP03-052,"EPIC-03
Quản lý Tài sản",Import/Export dữ liệu tài sản,"Là Admin, tôi muốn import tài sản từ Excel để nạp dữ liệu nhanh từ biểu mẫu hiện có.",Admin,EI,Complex,6
EP03-053,"EPIC-03
Quản lý Tài sản",Import/Export dữ liệu tài sản,"Là Admin, tôi muốn import tài sản từ CSV để hỗ trợ trao đổi dữ liệu với hệ thống khác.",Admin,EI,Complex,6
EP03-054,"EPIC-03
Quản lý Tài sản",Import/Export dữ liệu tài sản,"Là Admin, tôi muốn import tài sản từ Shapefile để đưa dữ liệu không gian vào hệ thống.",Admin,EI,Complex,6
EP03-055,"EPIC-03
Quản lý Tài sản",Import/Export dữ liệu tài sản,"Là Admin, tôi muốn xem trước dữ liệu import và ánh xạ cột trước khi nạp để giảm lỗi.",Admin,EQ,Complex,6
EP03-056,"EPIC-03
Quản lý Tài sản",Import/Export dữ liệu tài sản,"Là Admin, tôi muốn kiểm tra trùng lặp và dữ liệu sai định dạng trong file import để bảo đảm chất lượng dữ liệu.",Admin,EO,Complex,7
EP03-057,"EPIC-03
Quản lý Tài sản",Import/Export dữ liệu tài sản,"Là Admin, tôi muốn export dữ liệu tài sản sang Excel để phục vụ báo cáo và chỉnh sửa ngoại tuyến.",Admin,EO,Average,5
EP03-058,"EPIC-03
Quản lý Tài sản",Import/Export dữ liệu tài sản,"Là Admin, tôi muốn export dữ liệu tài sản sang GeoJSON để chia sẻ cho các công cụ bản đồ hiện đại.",Admin,EO,Complex,7
EP03-059,"EPIC-03
Quản lý Tài sản",Import/Export dữ liệu tài sản,"Là Admin, tôi muốn export dữ liệu tài sản sang Shapefile để tương thích với phần mềm GIS truyền thống.",Admin,EO,Complex,7
EP03-060,"EPIC-03
Quản lý Tài sản",Import/Export dữ liệu tài sản,"Là Admin, tôi muốn chỉ định phạm vi dữ liệu export theo bộ lọc hiện tại để lấy đúng tập dữ liệu cần dùng.",Admin,EI,Average,4
EP03-061,"EPIC-03
Quản lý Tài sản",Import/Export dữ liệu tài sản,"Là Admin, tôi muốn tải file mẫu import để chuẩn hóa dữ liệu đầu vào trước khi nạp.",Admin,EO,Simple,4
EP03-062,"EPIC-03
Quản lý Tài sản",Import/Export dữ liệu tài sản,"Là Admin, tôi muốn xem nhật ký import/export để đối soát các lần trao đổi dữ liệu.",Admin,EO,Average,5
EP03-063,"EPIC-03
Quản lý Tài sản",Import/Export dữ liệu tài sản,"Là Admin, tôi muốn tiếp tục import từ dòng lỗi sau khi chỉnh sửa để không phải nạp lại toàn bộ file.",Admin,EI,Complex,6
EP03-064,"EPIC-03
Quản lý Tài sản",Import/Export dữ liệu tài sản,"Là Admin, tôi muốn lưu cấu hình sử dụng gần nhất của Import/Export dữ liệu tài sản để làm việc nhanh hơn trong lần sau.",Admin,EI,Simple,3
EP03-065,"EPIC-03
Quản lý Tài sản",Import/Export dữ liệu tài sản,"Là Admin, tôi muốn xem lịch sử thao tác trong Import/Export dữ liệu tài sản để truy vết thay đổi khi cần.",Admin,EO,Average,5
EP03-066,"EPIC-03
Quản lý Tài sản",Import/Export dữ liệu tài sản,"Là Admin, tôi muốn export dữ liệu/kết quả từ Import/Export dữ liệu tài sản để chia sẻ cho bên liên quan.",Admin,EO,Average,5
EP03-067,"EPIC-03
Quản lý Tài sản",Import/Export dữ liệu tài sản,"Là Admin, tôi muốn phân quyền sử dụng Import/Export dữ liệu tài sản theo vai trò để đảm bảo an toàn dữ liệu.",Admin,EI,Complex,6
EP03-068,"EPIC-03
Quản lý Tài sản",Import/Export dữ liệu tài sản,"Là Admin, tôi muốn nhận cảnh báo khi Import/Export dữ liệu tài sản phát sinh lỗi để xử lý kịp thời.",Admin,EO,Complex,7
EP03-069,"EPIC-03
Quản lý Tài sản",Dashboard tổng quan tài sản,"Là Cán bộ quản lý, tôi muốn xem dashboard tổng quan số lượng tài sản theo loại để nắm nhanh hiện trạng toàn hệ thống.",Cán bộ quản lý,EO,Average,5
EP03-070,"EPIC-03
Quản lý Tài sản",Dashboard tổng quan tài sản,"Là Cán bộ quản lý, tôi muốn xem dashboard theo trạng thái vận hành để nhận diện nhóm tài sản có rủi ro.",Cán bộ quản lý,EO,Average,5
EP03-071,"EPIC-03
Quản lý Tài sản",Dashboard tổng quan tài sản,"Là Cán bộ quản lý, tôi muốn xem dashboard theo đơn vị hành chính để so sánh giữa các khu vực quản lý.",Cán bộ quản lý,EO,Complex,7
EP03-072,"EPIC-03
Quản lý Tài sản",Dashboard tổng quan tài sản,"Là Cán bộ quản lý, tôi muốn click vào biểu đồ để drill-down xuống danh sách tài sản chi tiết.",Cán bộ quản lý,EQ,Complex,6
EP03-073,"EPIC-03
Quản lý Tài sản",Dashboard tổng quan tài sản,"Là Cán bộ quản lý, tôi muốn lọc dashboard theo thời gian cập nhật để xem biến động trong từng giai đoạn.",Cán bộ quản lý,EQ,Average,4
EP03-074,"EPIC-03
Quản lý Tài sản",Dashboard tổng quan tài sản,"Là Cán bộ quản lý, tôi muốn hiển thị KPI nổi bật như quá hạn bảo trì, hỏng hóc và tài sản mới cập nhật.",Cán bộ quản lý,EO,Complex,7
EP03-075,"EPIC-03
Quản lý Tài sản",Dashboard tổng quan tài sản,"Là Cán bộ quản lý, tôi muốn xem dashboard đồng bộ với bản đồ để kiểm chứng trực quan theo không gian.",Cán bộ quản lý,EO,Complex,7
EP03-076,"EPIC-03
Quản lý Tài sản",Dashboard tổng quan tài sản,"Là Cán bộ quản lý, tôi muốn xuất dashboard ra PDF hoặc ảnh để gửi báo cáo lãnh đạo.",Cán bộ quản lý,EO,Average,5
EP03-077,"EPIC-03
Quản lý Tài sản",Dashboard tổng quan tài sản,"Là Cán bộ quản lý, tôi muốn lưu bộ lọc dashboard cá nhân để sử dụng lại nhanh.",Cán bộ quản lý,EI,Simple,3
